Id,Churn
0,0.06718364042037664
1,0.5049196566689824
2,0.6102698423580163
3,0.03477880908458826
4,0.005329640250722384
5,0.09120004776451793
6,0.45111354900762224
7,0.25510119228779377
8,0.04763472002032591
9,0.3041898202361793
10,0.25089631581038035
11,0.21686873800116666
12,0.316578228732986
13,0.15124252947164937
14,0.013238262143929192
15,0.060998374335247595
16,0.17131166816485394
17,0.3175080343350391
18,0.056531218472936864
19,0.040512398434428186
20,0.1959212687652324
21,0.015847582650406488
22,0.6748076907051417
23,0.351772179963933
24,0.1735478927352834
25,0.43609436379075334
26,0.1494097532063364
27,0.019673862688110548
28,0.08166204086304914
29,0.004581599195811719
30,0.49319354846812535
31,0.25271141902584554
32,0.6835148934251072
33,0.5125143504469909
34,0.10308916181270349
35,0.05511846995727738
36,0.5076436975731475
37,0.1129106498210522
38,0.08622123660718993
39,0.033224615901432206
40,0.39025826923851914
41,0.5995214588648146
42,0.46642950103921554
43,0.3072606387106639
44,0.39997608368466964
45,0.35865057689315577
46,0.27033944837773694
47,0.15182983238159103
48,0.32066422989360155
49,0.24315874133667775
50,0.344825535932597
51,0.5665636768713253
52,0.2703155336748081
53,0.14605632984572117
54,0.5053412228029222
55,0.010430085230396246
56,0.025119068595378057
57,0.584807247506749
58,0.49739112019260523
59,0.260775790175006
60,0.03746147571422708
61,0.510996928942173
62,0.1875473375712739
63,0.2343774869925065
64,0.6946663841555815
65,0.026922783598089216
66,0.22404338120934142
67,0.4973124389295466
68,0.018139170953999677
69,0.4964030138081679
70,0.6052654849806848
71,0.5756953030936593
72,0.07136239695213922
73,0.5378247844465089
74,0.8250530808878018
75,0.023554568815360787
76,0.1875404742034295
77,0.12116733302676196
78,0.15883543449282153
79,0.02851499927778074
80,0.5153009896386014
81,0.5883784694875565
82,0.6620034474579038
83,0.1494862788843202
84,0.24734765134824488
85,0.07890393549369079
86,0.09539069032881727
87,0.27128355639964763
88,0.3247418910557103
89,0.24734765134824488
90,0.18947217604003072
91,0.2295867658922024
92,0.8155979100264557
93,0.686323318154683
94,0.0042952931045205705
95,0.054596396242491796
96,0.17945335062743728
97,0.7089423257182034
98,0.3060577258536148
99,0.5913822834988924
100,0.02954687446550346
101,0.7709578888160054
102,0.007249415851387475
103,0.4270696954570459
104,0.004451644599971233
105,0.7987016884945801
106,0.2864131439705321
107,0.1817528195201824
108,0.02922015827285538
109,0.12947582666214708
110,0.12878147127468303
111,0.11679203368416989
112,0.41288089317585813
113,0.3369307108082263
114,0.002528861140638666
115,0.7156078890822704
116,0.018390227227736138
117,0.0072373484221950855
118,0.025357633245141523
119,0.7046553551690063
120,0.11008610187804495
121,0.10636970151535072
122,0.36908172440343795
123,0.37546799985644336
124,0.25178641720295736
125,0.26737333957220405
126,0.6306072679283725
127,0.3263582638464687
128,0.220145282084878
129,0.24483605600860656
130,0.09201519325694842
131,0.09124203696693543
132,0.005137309864708938
133,0.06967613717151983
134,0.328739239208595
135,0.07062602873175237
136,0.07801394556117507
137,0.01576993776799768
138,0.07754338870475543
139,0.12720465260083816
140,0.023607999721315283
141,0.03123097617657452
142,0.08084767948648869
143,0.16068875869509872
144,0.38365919938946286
145,0.16391193984673802
146,0.3594704857291605
147,0.010190426421932332
148,0.004060230720408861
149,0.5853814140575742
150,0.05604893277844608
151,0.4888326916333887
152,0.40898756841120476
153,0.023456344983125908
154,0.2903846926898178
155,0.7789904876254172
156,0.03183718518579504
157,0.15694525759396646
158,0.04901304072064182
159,0.11296769659703941
160,0.33548781164001895
161,0.6571617513354571
162,0.13879419314229424
163,0.04611589909487902
164,0.4789759836012809
165,0.1013506459128083
166,0.08115511099376867
167,0.18693021491315115
168,0.021216018343114998
169,0.5813494729093943
170,0.7604367086253825
171,0.04030936111660572
172,0.41317596360816916
173,0.3303472913974829
174,0.11663956207916129
175,0.5830657970128815
176,0.15648143933860953
177,0.0968983262253601
178,0.03108771346890178
179,0.6937566380300432
180,0.14108108879527978
181,0.07977144360779516
182,0.08305588028986058
183,0.10516751976619138
184,0.259765482567717
185,0.022459519904136575
186,0.11802431634176774
187,0.011199712271072818
188,0.021740785829803835
189,0.03710670944054128
190,0.02836074037044678
191,0.010243131367750468
192,0.17990830193942017
193,0.06848135525888743
194,0.44294980541098267
195,0.16754141715060847
196,0.05985341139235479
197,0.13262780766921586
198,0.3452050481559028
199,0.4837831056889844
200,0.43029530732549554
201,0.5121850087102215
202,0.21023014393377523
203,0.5369151699477326
204,0.16855818400450917
205,0.008751934859829781
206,0.14096039998583476
207,0.47986593499828883
208,0.6341352786415796
209,0.45581816850930196
210,0.36755523917853444
211,0.10509624198182826
212,0.6033161945999812
213,0.03162350962482181
214,0.03005488872839284
215,0.536051049725354
216,0.8131573371629461
217,0.7623211995655501
218,0.20322429162622477
219,0.4507536810681415
220,0.4489870856892264
221,0.028911204001299776
222,0.06894953723560729
223,0.10742713768933163
224,0.022659949391327996
225,0.5014867673079628
226,0.28007141635824157
227,0.08068913694098379
228,0.4519065918127357
229,0.38874108584618033
230,0.008034772813959222
231,0.016480430100180066
232,0.28127342839918906
233,0.019105169489173488
234,0.022408654035635113
235,0.021613945333144605
236,0.6655371359683141
237,0.29502103977657634
238,0.059645290678599194
239,0.411986911648213
240,0.1488366127824567
241,0.051344259913655786
242,0.12617787257700339
243,0.5347281313748168
244,0.04162803420031043
245,0.18311836765558784
246,0.02257086146881404
247,0.0048050764547051626
248,0.12075418709280912
249,0.05588601125893835
250,0.005737577935892027
251,0.03921834929993989
252,0.13311639250196716
253,0.4192178933090495
254,0.44155634378996295
255,0.5325444703032521
256,0.08093545425592846
257,0.23539971433018184
258,0.19134379425497414
259,0.668961246400694
260,0.12794489193040992
261,0.3124454340787539
262,0.24442167532400527
263,0.505133385345479
264,0.6369350930406089
265,0.30517064623096657
266,0.4575017624188532
267,0.370900673852281
268,0.26292797521023437
269,0.11897395390637118
270,0.020788815763334377
271,0.007760901064591826
272,0.3145726635425163
273,0.5553264339561702
274,0.07429429764191203
275,0.38447173989616656
276,0.040217474104548415
277,0.10316552460362013
278,0.18518382320538207
279,0.03670808922074882
280,0.4688614866846764
281,0.10863886516865615
282,0.5708102794043701
283,0.0050284487079421784
284,0.18095910407325355
285,0.013420964638644076
286,0.02623742907067891
287,0.0056244866892138975
288,0.11448822469029661
289,0.6167354254695754
290,0.4223685463614444
291,0.483667661271188
292,0.08904668164253372
293,0.511437194188222
294,0.4750132337232617
295,0.10572509626381653
296,0.09915880683832891
297,0.4759395916016402
298,0.006003973112526687
299,0.34912344413456364
300,0.0465903031272948
301,0.15483683943875293
302,0.1593678098803716
303,0.6669909826576853
304,0.02743287729883386
305,0.15216967058369724
306,0.40375194089178573
307,0.4273075115995029
308,0.6633467146659762
309,0.8048514775677308
310,0.042552909154413794
311,0.007954135464569601
312,0.16979095199157823
313,0.06581383513818455
314,0.388845972692652
315,0.6921363911725649
316,0.055768067013581446
317,0.31953083255304326
318,0.651172457583303
319,0.5056386318896029
320,0.4436228107256662
321,0.6733287774505337
322,0.4347449116446439
323,0.09193957975341548
324,0.03825867725429199
325,0.6011909928637457
326,0.022509830741680198
327,0.30566569440345853
328,0.005896742138559967
329,0.3558426894441763
330,0.17347419261696348
331,0.31644598241275124
332,0.3469520064569343
333,0.11471493216965087
334,0.5076134766078533
335,0.17891257558095922
336,0.012553983752205667
337,0.3027293453829263
338,0.0324935585906809
339,0.023807662012849656
340,0.48283244649338003
341,0.33272638371997454
342,0.15095086373120992
343,0.2523957593990321
344,0.02096112964584393
345,0.03863307467789673
346,0.38695320363374186
347,0.4199088550308528
348,0.012300885370072534
349,0.4257146809232422
350,0.08869002031093132
351,0.026218043666508716
352,0.32823944379319187
353,0.0908186293397012
354,0.32855467733778776
355,0.018782954228188976
356,0.7833317614068376
357,0.5669146718881491
358,0.5745667695128681
359,0.45348576091293424
360,0.21371149392133287
361,0.013270869347436638
362,0.3938555386062956
363,0.1250033552701863
364,0.2877966717224123
365,0.010311652297497406
366,0.09075315258267404
367,0.2096659585408836
368,0.12946217086610287
369,0.09162253582929489
370,0.1285010004039619
371,0.32162033740301177
372,0.05693087946411679
373,0.7534027804432898
374,0.01580738396307023
375,0.1975810355241362
376,0.35304675424588394
377,0.13701719229681497
378,0.5548619449668173
379,0.489069733347566
380,0.306322906073643
381,0.07382777969718422
382,0.0741617649262937
383,0.43506920145756217
384,0.25713263763950883
385,0.4320764907479721
386,0.5000746631132017
387,0.03263980752661092
388,0.012683796373868747
389,0.02058218900158894
390,0.6176557812433916
391,0.0202859160136322
392,0.49642821970440204
393,0.4432433996696323
394,0.1396807449071471
395,0.36480914247606855
396,0.032105334855680574
397,0.023801101932451427
398,0.1357734203100359
399,0.021192551034377873
400,0.2687894195394506
401,0.16631466020301897
402,0.014223341166278278
403,0.25508935801200766
404,0.020143899807129554
405,0.4831762008600181
406,0.6282703371555977
407,0.3721952162668238
408,0.3227021568324371
409,0.011356554525296034
410,0.10325810238619802
411,0.09632763693168883
412,0.6201791888856567
413,0.4930670013491661
414,0.34085886060267256
415,0.19259326790522532
416,0.013222854902616772
417,0.43402375644453606
418,0.07604102237348048
419,0.10159955717234977
420,0.3835956755129189
421,0.2149402181199339
422,0.4354322224872467
423,0.19315742575852238
424,0.1036069856756422
425,0.6330262647426825
426,0.23754490518587484
427,0.08292376879573546
428,0.8155979100264557
429,0.30492973793831185
430,0.03999436959185548
431,0.14203300154465157
432,0.5487506673207251
433,0.541194007139963
434,0.5581223488836684
435,0.6644818316164396
436,0.013240249169455588
437,0.034136488742987574
438,0.23302423455815613
439,0.4269968445415616
440,0.1869477709679326
441,0.29693858408606977
442,0.21309182105938224
443,0.035167791839751814
444,0.2835946262468123
445,0.006082190397947756
446,0.03765578348095297
447,0.04552544610447073
448,0.42267305342804823
449,0.12482711311035122
450,0.5741265530910282
451,0.499691611451317
452,0.01077049892588285
453,0.5554507943603912
454,0.07844493414178844
455,0.22161265802927876
456,0.19291079945355924
457,0.005092076095064132
458,0.034908613608454785
459,0.09823262847523404
460,0.17999156809609104
461,0.010371775117615958
462,0.028103293834128386
463,0.020608296169331228
464,0.40553971851282833
465,0.15228780143609577
466,0.018404852726662604
467,0.6596634789530252
468,0.25605806287537886
469,0.06839095897405391
470,0.4785214381476313
471,0.3619768612631391
472,0.33106644956935055
473,0.2463956292815529
474,0.49073386727955
475,0.08182046907322289
476,0.6400013205873648
477,0.057709573045490015
478,0.10329438258120838
479,0.27151641803705107
480,0.33128090475151517
481,0.024014788064115673
482,0.3265606979019271
483,0.520348550257619
484,0.06564227210872679
